# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant+splice_region_variant	variants_effect_exon_loss_variant+start_lost+splice_region_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+missense_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+start_lost+splice_region_variant	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_gained+synonymous_variant	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_frameshift_variant+synonymous_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_missense_variant	variants_effect_missense_variant+disruptive_inframe_deletion	variants_effect_missense_variant+inframe_deletion	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
SAOUHSC_00119	SAOUHSC_00119	YP_498719.1		0	5	0	27	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23	4	0	5000	5	0	1110	0	0	0	0	0	0	23	0	5000
SAOUHSC_00120	SAOUHSC_00120	YP_498720.1		0	3	1	24	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	21	3	0	5000	4	0	1125	0	0	0	0	0	0	21	0	5000
SAOUHSC_00121	SAOUHSC_00121	YP_498721.1		0	0	0	24	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	0	5000	0	0	0	0	0	0	0	0	0	21	0	5000
SAOUHSC_00122	SAOUHSC_00122	YP_498722.1		0	0	0	36	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	15	0	5000	0	0	0	0	0	0	0	0	0	21	0	5000
SAOUHSC_00123	SAOUHSC_00123	YP_498723.1		0	0	0	49	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	30	0	5000	0	0	0	0	0	0	0	0	0	19	0	5000
SAOUHSC_00124	SAOUHSC_00124	YP_498724.1		0	0	0	46	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	38	0	5000	0	0	0	0	0	0	0	0	0	8	0	5000
SAOUHSC_00125	SAOUHSC_00125	YP_498725.1		0	1	2	42	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	41	0	5000	3	0	1206	0	0	0	0	0	0	1	0	5000
SAOUHSC_00126	SAOUHSC_00126	YP_498726.1		0	0	1	45	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	42	0	5000	1	0	558	0	0	0	0	0	0	3	0	5000
SAOUHSC_00127	SAOUHSC_00127	YP_498727.1		0	6	5	38	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	4	34	0	5000	11	0	888	0	0	0	0	0	0	4	0	5000
SAOUHSC_00128	SAOUHSC_00128	YP_498728.1		0	9	6	37	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	9	15	22	0	5000	15	0	1263	0	0	0	0	0	0	15	0	5000
SAOUHSC_00129	SAOUHSC_00129	YP_498729.1		0	6	3	49	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	30	19	0	5000	9	0	1146	0	0	0	0	0	0	30	0	5000
SAOUHSC_00130	SAOUHSC_00130	YP_498730.1		0	2	0	60	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	38	0	5000	2	0	327	0	0	0	0	0	0	22	0	5000
SAOUHSC_00131	SAOUHSC_00131	YP_498731.1		0	2	1	64	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	25	39	0	5000	3	0	384	0	0	0	0	0	0	25	0	5000
SAOUHSC_00132	SAOUHSC_00132	YP_498732.1		0	3	2	70	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	41	29	0	5000	5	0	1488	0	0	0	0	0	0	41	0	5000
SAOUHSC_00133	SAOUHSC_00133	YP_498733.1		0	2	1	68	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	22	46	0	5000	3	0	960	0	0	0	0	0	0	22	0	5000
SAOUHSC_00134	SAOUHSC_00134	YP_498734.1		0	1	0	62	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45	17	0	5000	1	0	204	0	0	0	0	0	0	45	0	5000
SAOUHSC_00135	SAOUHSC_00135	YP_498735.1		0	0	0	62	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	42	0	5000	0	0	0	0	0	0	0	0	0	20	0	5000
SAOUHSC_00136	SAOUHSC_00136	YP_498736.1		0	7	4	48	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	20	28	0	5000	11	0	741	0	0	0	0	0	0	20	0	5000
SAOUHSC_00137	SAOUHSC_00137	YP_498737.1		0	0	1	58	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	29	0	5000	1	0	975	0	0	0	0	0	0	29	0	5000
SAOUHSC_00138	SAOUHSC_00138	YP_498738.1		0	4	1	52	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	26	26	0	5000	5	0	762	0	0	0	0	0	0	26	0	5000
SAOUHSC_00139	SAOUHSC_00139	YP_498739.1		0	18	1	38	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	31	7	0	5000	19	0	1032	0	0	0	0	0	0	31	0	5000
SAOUHSC_00141	SAOUHSC_00141	YP_498740.1		0	0	0	54	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	8	0	5000	0	0	0	0	0	0	0	0	0	46	0	5000
SAOUHSC_00142	SAOUHSC_00142	YP_498741.1		0	0	0	49	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	7	0	5000	0	0	0	0	0	0	0	0	0	42	0	5000
SAOUHSC_00143	SAOUHSC_00143	YP_498742.1		0	2	0	31	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	3	0	5000	2	0	1251	0	0	0	0	0	0	28	0	5000
SAOUHSC_00144	SAOUHSC_00144	YP_498743.1		0	7	13	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	7	26	2	0	5000	20	0	7176	0	0	0	0	0	0	26	0	5000
SAOUHSC_00145	SAOUHSC_00145	YP_498744.1		0	1	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	1	0	5000	1	0	645	0	0	0	0	0	0	19	0	5000
SAOUHSC_00146	SAOUHSC_00146	YP_498745.1		0	0	0	22	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0	5000	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00147	SAOUHSC_00147	YP_498746.1		0	0	0	23	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	5000	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_00150	SAOUHSC_00150	YP_498749.1		0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	5000	0	0	0	0	0	0	0	0	0	20	0	5000
SAOUHSC_00151	SAOUHSC_00151	YP_498750.1		0	0	1	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	2	0	5000	1	0	1356	0	0	0	0	0	0	24	0	5000
SAOUHSC_00152	SAOUHSC_00152	YP_498751.1		0	0	1	31	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	3	0	5000	1	0	498	0	0	0	0	0	0	28	0	5000
SAOUHSC_00153	SAOUHSC_00153	YP_498752.1		0	6	8	18	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	14	4	0	5000	14	0	1641	0	0	0	0	0	0	14	0	5000
SAOUHSC_00154	SAOUHSC_00154	YP_498753.1		1	0	0	31	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18	13	0	5000	1	0	102	0	0	0	0	0	0	18	0	5000
SAOUHSC_00155	SAOUHSC_00155	YP_498754.1		0	4	0	28	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	19	0	5000	4	0	1998	0	0	0	0	0	0	9	0	5000
SAOUHSC_00156	SAOUHSC_00156	YP_498755.1		0	2	1	29	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	26	3	0	5000	3	0	1041	0	0	0	0	0	0	26	0	5000
SAOUHSC_00158	SAOUHSC_00158	YP_498757.1		0	1	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	2	0	5000	1	0	1455	0	0	0	0	0	0	14	0	5000
SAOUHSC_00160	SAOUHSC_00160	YP_498758.1		0	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	5000	0	0	0	0	0	0	0	0	0	11	0	5000
SAOUHSC_00161	SAOUHSC_00161	YP_498759.1		0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	5000	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00162	SAOUHSC_00162	YP_498760.1		0	0	2	18	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	14	0	5000	2	0	2790	0	0	0	0	0	0	4	0	5000
SAOUHSC_00163	SAOUHSC_00163	YP_498761.1		0	0	0	23	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0	5000	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00164	SAOUHSC_00164	YP_498762.1		0	0	0	33	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	31	0	5000	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00166	SAOUHSC_00166	YP_498763.1		0	0	0	33	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	31	0	5000	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00167	SAOUHSC_00167	YP_498764.1		0	4	3	33	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	26	7	0	5000	7	0	1593	0	0	0	0	0	0	26	0	5000
SAOUHSC_00168	SAOUHSC_00168	YP_498765.1		0	5	4	76	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	14	62	0	5000	9	0	1479	0	0	0	0	0	0	14	0	5000
SAOUHSC_00169	SAOUHSC_00169	YP_498766.1		0	5	3	108	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	23	85	0	5000	8	0	1164	0	0	0	0	0	0	23	0	5000
SAOUHSC_00170	SAOUHSC_00170	YP_498767.1		0	1	0	130	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	99	0	5000	1	0	1776	0	0	0	0	0	0	31	0	5000
SAOUHSC_00171	SAOUHSC_00171	YP_498768.1		1	29	23	68	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	29	21	47	0	5000	53	0	2007	0	0	0	0	0	0	21	0	5000
SAOUHSC_00172	SAOUHSC_00172	YP_498769.1		0	6	3	92	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	22	70	0	5000	9	0	774	0	0	0	0	0	0	22	0	5000
SAOUHSC_00173	SAOUHSC_00173	YP_498770.1		0	0	1	100	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	95	0	5000	1	0	627	0	0	0	0	0	0	5	0	5000
SAOUHSC_00174	SAOUHSC_00174	YP_498771.1		0	0	1	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	99	1	0	5000	1	0	579	0	0	0	0	0	0	99	0	5000
SAOUHSC_00175	SAOUHSC_00175	YP_498772.1		0	0	0	102	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	3	0	5000	0	0	0	0	0	0	0	0	0	99	0	5000
SAOUHSC_00176	SAOUHSC_00176	YP_498773.1		0	0	0	88	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	2	0	5000	0	0	0	0	0	0	0	0	0	86	0	5000
SAOUHSC_00177	SAOUHSC_00177	YP_498774.1		0	0	0	37	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	10	0	5000	0	0	0	0	0	0	0	0	0	27	0	5000
SAOUHSC_00178	SAOUHSC_00178	YP_498775.1		0	0	0	22	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0	5000	0	0	0	0	0	0	0	0	0	5	0	5000
SAOUHSC_00179	SAOUHSC_00179	YP_498776.1		0	0	1	18	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	17	0	5000	1	0	1077	0	0	0	0	0	0	1	0	5000
SAOUHSC_00180	SAOUHSC_00180	YP_498777.1		0	0	1	29	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	27	0	5000	1	0	1041	0	0	0	0	0	0	2	0	5000
SAOUHSC_00181	SAOUHSC_00181	YP_498778.1		0	0	0	36	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	34	0	5000	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00182	SAOUHSC_00182	YP_498779.1		0	1	0	43	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	10	0	5000	1	0	573	0	0	0	0	0	0	33	0	5000
SAOUHSC_00184	SAOUHSC_00184	YP_498781.1		0	7	0	47	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	30	17	0	5000	7	0	759	0	0	0	0	0	0	30	0	5000
SAOUHSC_00185	SAOUHSC_00185	YP_498782.1		0	11	2	43	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	20	23	0	5000	13	0	1557	0	0	0	0	0	0	20	0	5000
SAOUHSC_00186	SAOUHSC_00186	YP_498783.1		0	7	0	56	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	21	35	0	5000	7	0	969	0	0	0	0	0	0	21	0	5000
SAOUHSC_00187	SAOUHSC_00187	YP_498784.1		0	3	0	92	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	36	56	0	5000	3	0	2250	0	0	0	0	0	0	36	0	5000
SAOUHSC_00188	SAOUHSC_00188	YP_498785.1		0	2	0	99	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	26	73	0	5000	2	0	756	0	0	0	0	0	0	26	0	5000
SAOUHSC_00190	SAOUHSC_00190	YP_498787.1		0	11	2	98	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	22	76	0	5000	13	0	1764	0	0	0	0	0	0	22	0	5000
SAOUHSC_00191	SAOUHSC_00191	YP_498788.1		0	1	2	96	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	73	23	0	5000	2	0	345	1	0	345	0	0	0	73	0	5000
SAOUHSC_00192	SAOUHSC_00192	YP_498789.1		0	27	26	61	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	27	25	36	0	5000	53	0	1911	0	0	0	0	0	0	25	0	5000
SAOUHSC_00193	SAOUHSC_00193	YP_498790.1		0	0	0	109	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	73	0	5000	0	0	0	0	0	0	0	0	0	36	0	5000
SAOUHSC_00195	SAOUHSC_00195	YP_498792.1		0	7	6	105	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	32	73	0	5000	13	0	1185	0	0	0	0	0	0	32	0	5000
SAOUHSC_00196	SAOUHSC_00196	YP_498793.1		0	11	5	105	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11	28	77	0	5000	16	0	2262	0	0	0	0	0	0	28	0	5000
SAOUHSC_00197	SAOUHSC_00197	YP_498794.1		0	2	0	106	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	34	72	0	5000	2	0	1212	0	0	0	0	0	0	34	0	5000
SAOUHSC_00198	SAOUHSC_00198	YP_498795.1		0	6	4	67	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	32	35	0	5000	10	0	1506	0	0	0	0	0	0	32	0	5000
SAOUHSC_00199	SAOUHSC_00199	YP_498796.1		0	5	4	72	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	41	31	0	5000	9	0	1578	0	0	0	0	0	0	41	0	5000
SAOUHSC_00200	SAOUHSC_00200	YP_498797.1		0	5	6	66	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	28	38	0	5000	11	0	1143	0	0	0	0	0	0	28	0	5000
SAOUHSC_00201	SAOUHSC_00201	YP_498798.1		0	6	2	66	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	32	34	0	5000	8	0	1413	0	0	0	0	0	0	32	0	5000
SAOUHSC_00202	SAOUHSC_00202	YP_498799.1		0	1	0	63	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	36	0	5000	1	0	357	0	0	0	0	0	0	27	0	5000
SAOUHSC_00203	SAOUHSC_00203	YP_498800.1		0	2	0	59	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	18	41	0	5000	1	0	174	1	0	174	0	0	0	18	0	5000
SAOUHSC_00204	SAOUHSC_00204	YP_498801.1		0	3	3	61	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	19	42	0	5000	6	0	1146	0	0	0	0	0	0	19	0	5000
SAOUHSC_00205	SAOUHSC_00205	YP_498802.1		0	1	1	56	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	38	18	0	5000	2	0	108	0	0	0	0	0	0	38	0	5000
SAOUHSC_00206	SAOUHSC_00206	YP_498803.1		0	0	1	59	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	18	0	5000	1	0	810	0	0	0	0	0	0	41	0	5000
SAOUHSC_00208	SAOUHSC_00208	YP_498804.1		0	0	0	57	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	18	0	5000	0	0	0	0	0	0	0	0	0	39	0	5000
SAOUHSC_00209	SAOUHSC_00209	YP_498805.1		0	0	0	62	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	34	0	5000	0	0	0	0	0	0	0	0	0	28	0	5000
SAOUHSC_00211	SAOUHSC_00211	YP_498806.1		0	0	0	57	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	39	0	5000	0	0	0	0	0	0	0	0	0	18	0	5000
SAOUHSC_00212	SAOUHSC_00212	YP_498807.1		2	0	2	49	0	33	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16	33	0	5000	4	0	99	0	0	0	0	0	0	16	0	5000
SAOUHSC_00213	SAOUHSC_00213	YP_498808.1		0	7	3	52	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	20	32	0	5000	10	0	2097	0	0	0	0	0	0	20	0	5000
SAOUHSC_00214	SAOUHSC_00214	YP_498809.1		0	6	0	48	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	18	30	0	5000	6	0	468	0	0	0	0	0	0	18	0	5000
SAOUHSC_00215	SAOUHSC_00215	YP_498810.1		0	2	0	54	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	24	30	0	5000	2	0	279	0	0	0	0	0	0	24	0	5000
SAOUHSC_00216	SAOUHSC_00216	YP_498811.1		0	6	2	66	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	28	38	0	5000	8	0	1260	0	0	0	0	0	0	28	0	5000
SAOUHSC_00217	SAOUHSC_00217	YP_498812.1		0	5	0	76	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	36	40	0	5000	5	0	1056	0	0	0	0	0	0	36	0	5000
SAOUHSC_00218	SAOUHSC_00218	YP_498813.1		0	0	0	74	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	43	0	5000	0	0	0	0	0	0	0	0	0	31	0	5000
SAOUHSC_00219	SAOUHSC_00219	YP_498814.1		0	4	1	74	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	31	43	0	5000	5	0	1044	0	0	0	0	0	0	31	0	5000
SAOUHSC_00220	SAOUHSC_00220	YP_498815.1		0	2	4	70	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	32	38	0	5000	6	0	675	0	0	0	0	0	0	32	0	5000
SAOUHSC_00221	SAOUHSC_00221	YP_498816.1		0	10	8	50	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	10	30	20	0	5000	18	0	1026	0	0	0	0	0	0	30	0	5000
SAOUHSC_00222	SAOUHSC_00222	YP_498818.1		0	7	3	52	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	41	11	0	5000	10	0	1542	0	0	0	0	0	0	41	0	5000
SAOUHSC_00223	SAOUHSC_00223	YP_498819.1		0	3	3	54	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	41	13	0	5000	6	0	1170	0	0	0	0	0	0	41	0	5000
SAOUHSC_00226	SAOUHSC_00226	YP_498821.1		0	0	0	110	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	85	0	5000	0	0	0	0	0	0	0	0	0	25	0	5000
SAOUHSC_00227	SAOUHSC_00227	YP_498822.1		0	1	0	108	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	88	0	5000	1	0	1689	0	0	0	0	0	0	20	0	5000
SAOUHSC_00228	SAOUHSC_00228	YP_498823.1		1	13	7	88	0	79	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13	9	79	0	5000	21	0	1725	0	0	0	0	0	0	9	0	5000
SAOUHSC_00229	SAOUHSC_00229	YP_498824.1		0	39	5	64	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	39	31	33	0	5000	44	0	675	0	0	0	0	0	0	31	0	5000
SAOUHSC_00230	SAOUHSC_00230	YP_498825.1		0	3	0	125	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	84	41	0	5000	3	0	1740	0	0	0	0	0	0	84	0	5000
SAOUHSC_00231	SAOUHSC_00231	YP_498826.1		0	6	2	126	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	86	40	0	5000	8	0	741	0	0	0	0	0	0	86	0	5000
SAOUHSC_00232	SAOUHSC_00232	YP_498827.1		0	0	1	134	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	94	40	0	5000	1	0	444	0	0	0	0	0	0	94	0	5000
SAOUHSC_00233	SAOUHSC_00233	YP_498828.1		0	2	0	130	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	89	41	0	5000	2	0	702	0	0	0	0	0	0	89	0	5000
SAOUHSC_00234	SAOUHSC_00234	YP_498829.1		0	5	3	123	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	39	84	0	5000	8	0	705	0	0	0	0	0	0	39	0	5000
SAOUHSC_00235	SAOUHSC_00235	YP_498830.1		0	5	4	68	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	38	30	0	5000	9	0	792	0	0	0	0	0	0	38	0	5000
SAOUHSC_00236	SAOUHSC_00236	YP_498831.1		0	6	5	63	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	32	31	0	5000	11	0	1437	0	0	0	0	0	0	32	0	5000
SAOUHSC_00237	SAOUHSC_00237	YP_498832.1		0	3	2	74	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	34	40	0	5000	5	0	762	0	0	0	0	0	0	34	0	5000
SAOUHSC_00238	SAOUHSC_00238	YP_498833.1		0	1	0	75	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39	36	0	5000	1	0	135	0	0	0	0	0	0	39	0	5000
SAOUHSC_00239	SAOUHSC_00239	YP_498834.1		0	2	4	90	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	49	41	0	5000	6	0	915	0	0	0	0	0	0	49	0	5000
SAOUHSC_00240	SAOUHSC_00240	YP_498835.1		0	0	0	91	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	41	0	5000	0	0	0	0	0	0	0	0	0	50	0	5000
