ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.801029	0.0584513	0.19016	536511
0.935551	0.0549013	0.203851	575138
0.952233	0.0549013	0.206562	582787
1	1	1	2821360
0.939221	0.0351355	0.145571	410709
0.671715	0.374081	0.598339	1688130
0.487983	0.870913	0.78865	2225070
0.947936	0.84196	0.978094	2759560
0.990388	0.647223	0.92607	2612780
0.964142	1	0.999349	2819530
0.915801	1	0.996351	2811070
1	0.699274	0.949413	2678640
1	0.697367	0.948728	2676700
0.994947	0.648356	0.927871	2617860
1	0.287618	0.646026	1822670
0.970938	0.273529	0.617696	1742740
0.0125242	0.294118	0.024326	68632.3
0.0125242	0.294118	0.024326	68632.3
0.77744	0.665004	0.858072	2420930
0.481818	0.666797	0.686068	1935650
0.533328	0.666475	0.723117	2040170
0.632119	0.398846	0.599501	1691410
0.996966	0.323865	0.68789	1940790
1	0.476923	0.830037	2341830
0.925368	0.509293	0.825827	2329960
0.0541031	0.526882	0.12992	366551
0.906139	0.774968	0.950464	2681600
0.571417	0.280272	0.453492	1279460
0.183779	1	0.495105	1396870
0.783729	1	0.974718	2750030
0.720525	0.752361	0.874027	2465950
0.163667	1	0.459891	1297520
1	0.807302	0.980111	2765250
0.996592	0.756968	0.967011	2728290
1	0.841248	0.986674	2783760
0.244241	0.755513	0.496371	1400440
1	0.684464	0.943957	2663240
0.999359	0.91806	0.996497	2811480
1	0.853472	0.988698	2789470
0.991735	0.728577	0.957358	2701050
0.0198493	0.202085	0.0261478	73772.5
0.556635	0.45723	0.602786	1700680
7.52193e-05	0.241796	0.000216702	611.395
0.992565	0.420488	0.782054	2206460
0.285623	0.201109	0.221551	625076
0.628861	0.114572	0.261569	737980
0.00444009	0.868785	0.0252964	71370.2
0.960682	0.197244	0.504689	1423910
1	0.197244	0.517432	1459860
0.997191	0.197244	0.516532	1457320
0.35012	0.400042	0.415379	1171930
0.00134543	1	0.0102401	28891.1
0.778993	0.337439	0.614079	1732540
0.689382	0.399431	0.630486	1778830
0.996247	0.455244	0.812138	2291330
0.810879	0.46743	0.746742	2106830
0.902989	0.804154	0.958514	2704320
0.244143	0.46743	0.361818	1020820
0.692254	0.715802	0.843446	2379670
0.439233	1	0.800601	2258780
0.998255	0.540855	0.872686	2462160
0.109107	0.340897	0.159623	450354
0.999969	0.634895	0.923316	2605010
0.154666	0.863888	0.402553	1135750
0.500413	0.564477	0.639566	1804450
0.992406	0.537917	0.868905	2451490
0.721333	0.825137	0.904023	2550580
0.868956	0.444184	0.753417	2125660
0.975876	0.426532	0.781073	2203690
1	0.821686	0.983063	2773570
0.959291	1	0.99916	2818990
0.921781	0.388011	0.725398	2046610
0.0255615	1	0.119287	336552
0.971443	0.807308	0.974845	2750390
1	0.484375	0.835496	2357240
1	0.627755	0.920041	2595770
0.758036	1	0.968031	2731160
0.0301345	1	0.135668	382769
0.979235	1	0.999783	2820750
0.701332	1	0.950146	2680710
1	0.442308	0.80312	2265890
0.879552	0.499561	0.80073	2259150
0.572902	0.499561	0.644254	1817670
0.649617	0.499561	0.689741	1946010
0.257789	0.499561	0.392736	1108050
0.972296	1	0.999613	2820270
0.987857	0.249342	0.591436	1668650
0.0293016	0.696516	0.0998366	281675
0.00325594	0.674923	0.0156472	44146.5
0.000928613	0.230531	0.00202283	5707.13
0.537081	0.545874	0.652901	1842070
0.346889	0.545874	0.504471	1423300
0.29224	0.545874	0.452344	1276230
0.967523	0.549926	0.867794	2448360
0.813484	0.545874	0.804546	2269910
0.0464031	0.388252	0.0903777	254988
0.171237	0.388252	0.246706	696047
0.382363	0.388252	0.431626	1217770
0.965782	0.389778	0.744221	2099720
0.0475954	0.444623	0.102753	289904
0.000775673	1	0.00633087	17861.7
1	1	1	2821360
0.000831145	0.439414	0.00325592	9186.12
0.925037	0.549077	0.851998	2403790
3.4117e-05	0.806927	0.000316601	893.245
0.0244673	0.396895	0.0547164	154375
0.999053	0.862812	0.990006	2793160
0.761385	0.523463	0.765191	2158880
0.580288	0.553596	0.686035	1935550
0.701435	0.529167	0.739041	2085100
0.903321	1	0.995168	2807730
0.997927	1	0.999998	2821350
0.996873	1	0.999995	2821350
0.999892	1	1	2821360
1	0.109856	0.352482	994479
0.925405	0.0405224	0.160627	453186
0.957921	0.0426711	0.171564	484043
0.979631	0.53197	0.860783	2428580
0.449441	0.745635	0.701494	1979170
0.967258	0.872558	0.987143	2785090
0.881441	1	0.992676	2800700
0.000320461	0.253606	0.000846656	2388.72
0.552479	0.805813	0.805466	2272510
0.495522	0.383406	0.505515	1426240
0.405535	0.61316	0.59471	1677890
0.993197	0.0744847	0.266616	752219
1	0.0182518	0.0913226	257654
5.37009e-11	0.333546	4.61146e-10	0.00130106
6.68353e-10	0.577967	8.75883e-09	0.0247118
4.48115e-05	0.582663	0.000301654	851.075
0.992483	0.8956	0.993582	2803250
1	0.512163	0.854857	2411860
0.985231	0.239199	0.576284	1625910
0.599527	0.215591	0.393702	1110770
0.856184	0.438492	0.743233	2096930
0.999781	0.457683	0.81532	2300310
0.996334	0.464285	0.819202	2311260
1	0.404221	0.770361	2173470
0.325072	0.407775	0.400419	1129730
0.915355	0.251573	0.568435	1603760
0.0412541	0.816977	0.147964	417460
0.0236684	0.849297	0.0986374	278292
0.862192	0.465009	0.767365	2165010
0.99248	0.136442	0.406168	1145950
0.835903	0.38857	0.69006	1946910
0.794099	0.441495	0.718057	2025900
0.00455621	0.400044	0.0133192	37578.2
0.00845907	0.399605	0.0226134	63800.6
0.155807	0.400837	0.235657	664872
0.434164	0.400837	0.478325	1349530
0.814994	0.212902	0.477423	1346980
0.16	0.656085	0.341589	963747
0.0243403	0.654075	0.0818333	230881
0.999632	0.654553	0.931852	2629090
1	1	1	2821360
0.995075	0.87868	0.991753	2798090
0.993279	1	0.999977	2821300
0.303663	0.37109	0.358697	1012010
0.870077	0.283031	0.591359	1668440
1	0.389035	0.756317	2133840
1	0.81962	0.982654	2772420
0.989066	0.821034	0.981115	2768080
0.628438	0.821034	0.85739	2419010
0.97425	1	0.999666	2820420
0.95538	1	0.998989	2818510
0.997263	0.859494	0.989272	2791090
0.000116393	0.144941	0.000202272	570.683
0.000563273	0.0900227	0.000552175	1557.89
2.52439e-06	0.732118	2.62462e-05	74.0501
0.00667359	0.734437	0.0309678	87371.4
0.891274	0.122897	0.351773	992479
0.0546875	0.0856991	0.0298215	84137.1
0.00590636	0.467532	0.0190317	53695.3
0.762707	0.909538	0.947401	2672960
0.306228	0.149149	0.186633	526560
0.661155	0.858477	0.889046	2508320
0.384145	0.163693	0.236845	668224
0.822392	0.159472	0.397566	1121680
1.38532e-06	0.506222	1.06387e-05	30.0155
0.454468	1	0.812874	2293410
0.848234	0.208682	0.483513	1364170
0.844472	0.727337	0.91359	2577570
0.740041	0.904482	0.938061	2646610
0.646616	0.368252	0.579814	1635870
0.939015	1	0.998101	2816000
1	0.607916	0.910487	2568810
1	1	1	2821360
0.474946	0.445993	0.540573	1525150
0.749292	0.300325	0.560669	1581850
0.786305	0.161166	0.388507	1096120
0.0196112	0.208319	0.0265564	74925.3
0.0249863	0.181285	0.0289766	81753.6
1	0.0989427	0.327818	924894
5.8208e-05	0.094204	7.19084e-05	202.88
1	0.151188	0.436817	1232420
0.959737	0.247668	0.579209	1634160
0.574542	1	0.892943	2519310
0.997968	0.309527	0.671775	1895320
0.989543	0.702957	0.948091	2674910
0.843038	0.630718	0.867574	2447740
1	1	1	2821360
0.995883	0.509367	0.85156	2402560
0.995883	0.509367	0.85156	2402560
0.998662	0.0413293	0.172836	487632
1	0.0702192	0.256731	724330
0.994659	0.0631305	0.236599	667532
1	0.0645867	0.241538	681466
0.0666248	0.0944276	0.0381789	107717
0.956751	1	0.999051	2818680
0.955781	0.475	0.812502	2292360
0.966601	0.475	0.816531	2303730
0.803255	1	0.979235	2762770
0.999825	1	1	2821360
0.360622	1	0.728429	2055160
0.997814	1	0.999998	2821350
0.997762	1	0.999997	2821350
0.991763	0.384615	0.74908	2113420
0.990988	1	0.999959	2821250
0.692007	1	0.946776	2671200
0.995382	1	0.999989	2821330
0.796631	1	0.977756	2758600
1	1	1	2821360
0.926347	0.45283	0.783897	2211660
0.999926	0.490909	0.840163	2370400
0.299084	0.478022	0.421061	1187970
0.602891	1	0.907965	2561700
1	1	1	2821360
5.49862e-05	1	0.000594314	1676.77
2.32533e-06	1	3.24887e-05	91.6624
5.49862e-05	1	0.000594314	1676.77
0.0165014	1	0.0842282	237638
1	1	1	2821360
1	0.486842	0.837279	2362270
0.000596613	0.140685	0.000871697	2459.37
0.000970499	0.507674	0.00424489	11976.4
0.227289	0.255283	0.22321	629756
0.0102298	0.0485122	0.00427208	12053.1
9.27089e-05	0.0485122	5.98708e-05	168.917
0.000169571	0.0485122	0.000104541	294.947
0.999932	1	1	2821360
0.598693	1	0.905826	2555660
1	1	1	2821360
0.998646	0.213228	0.542302	1530030
1.77095e-09	0.833162	3.14784e-08	0.088812
3.05445e-10	0.833162	5.87653e-09	0.0165798
2.33599e-11	1	5.9521e-10	0.0016793
2.68352e-06	0.833162	3.13257e-05	88.381
0.985384	0.611333	0.907716	2560990
1	0.109	0.350588	989134
1	0.496933	0.844438	2382460
1	1	1	2821360
1	1	1	2821360
0.999791	0.479592	0.831932	2347180
0.998913	0.436047	0.797574	2250240
1	1	1	2821360
0.587845	1	0.900163	2539680
0.918399	0.497143	0.814531	2298090
1	0.498748	0.845705	2386040
1	1	1	2821360
1	0.4	0.766516	2162620
1	1	1	2821360
0.999701	0.402439	0.768634	2168590
1	0.181543	0.491303	1386140
1	0.432927	0.795367	2244020
1	0.451282	0.81035	2286290
1	0.45	0.809328	2283410
0.99994	1	1	2821360
0.961629	1	0.999254	2819260
0.983103	1	0.999856	2820960
0.999704	0.490909	0.840086	2370190
0.999923	0.493827	0.84223	2376230
1	1	1	2821360
0.999756	1	1	2821360
1	1	1	2821360
0.998064	0.44186	0.802055	2262890
1	1	1	2821360
0.999656	1	1	2821360
1	1	1	2821360
0.969431	0.496732	0.833439	2351430
1	0.471429	0.825937	2330270
1	1	1	2821360
0.731462	1	0.960198	2709060
0.751181	1	0.9661	2725720
1	0.440476	0.801622	2261670
1	1	1	2821360
1	1	1	2821360
0.998779	7.70618e-05	0.000806015	2274.06
0.743613	0.45283	0.703252	1984130
1	1	1	2821360
0.840933	1	0.986619	2783610
0.317069	1	0.681266	1922100
0.998449	0.444444	0.804298	2269220
1	0.48913	0.83892	2366900
0.999931	0.491228	0.840392	2371050
1	1	1	2821360
0.99976	1	1	2821360
1	0.416216	0.781051	2203630
1	0.248231	0.594115	1676210
0.999933	1	1	2821360
0.968685	1	0.999504	2819960
1	0.466667	0.822332	2320100
1	1	1	2821360
1	0.490909	0.840189	2370480
0.999937	0.488764	0.838636	2366090
1	1	1	2821360
1	1	1	2821360
0.999565	0.485294	0.836009	2358680
0.970735	0.492857	0.831153	2344980
1	0.237616	0.579094	1633830
0.999359	1	1	2821360
1	0.496855	0.844384	2382310
1	1	1	2821360
0.70698	1	0.952127	2686300
0.70698	1	0.952127	2686300
1	0.458564	0.816086	2302470
0.999939	0.480663	0.83277	2349540
0.680451	0.414773	0.639263	1803590
1	1	1	2821360
0.334969	0.458101	0.441073	1244430
0.999146	0.427835	0.790764	2231030
0.999943	0.486631	0.837106	2361780
1	1	1	2821360
0.680451	0.488636	0.698613	1971040
0.219844	1	0.552871	1559850
0.913731	1	0.996167	2810550
0.985162	1	0.999889	2821050
0.956571	1	0.999043	2818660
0.580174	1	0.896036	2528040
0.796306	1	0.977682	2758390
0.999805	0.497537	0.844792	2383460
0.982023	1	0.999837	2820900
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	0.402235	0.768558	2168380
1	0.417582	0.782246	2207000
0.963158	1	0.999313	2819420
0.964916	1	0.999377	2819600
0.866878	1	0.990718	2795170
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.67511	1	0.940347	2653060
0.553397	1	0.880831	2485140
1	1	1	2821360
1	1	1	2821360
1	0.497041	0.844514	2382680
1	0.479042	0.831601	2346250
1	0.479042	0.831601	2346250
1	0.479042	0.831601	2346250
0.258183	0.467066	0.375678	1059920
1	1	1	2821360
1	0.488095	0.838179	2364810
0.999914	1	1	2821360
0.999686	0.49375	0.842093	2375850
1	1	1	2821360
1	1	1	2821360
0.999923	0.432099	0.794646	2241980
1	0.435583	0.797583	2250270
0.999933	0.450867	0.809996	2285290
0.970869	1	0.999572	2820150
0.384092	1	0.751619	2120590
0.510708	1	0.853882	2409110
0.937289	1	0.997991	2815690
0.986665	0.490385	0.835112	2356150
0.986665	0.490385	0.835112	2356150
0.996724	0.489899	0.838321	2365210
1	1	1	2821360
1	0.497297	0.844693	2383180
1	0.468354	0.823615	2323720
1	1	1	2821360
0.601254	0.421965	0.601687	1697580
0.976991	0.487603	0.829637	2340710
0.810594	0.488889	0.7631	2152980
0.749282	0.488889	0.734192	2071420
0.697293	0.488889	0.707764	1996860
0.749282	0.488889	0.734192	2071420
0.958681	0.488889	0.823868	2324430
0.48283	0.488889	0.576839	1627470
0.616686	0.488889	0.662983	1870510
0.549086	0.488889	0.621475	1753410
0.417742	0.468468	0.514919	1452770
0.554504	0.468468	0.609926	1720820
1	0.460993	0.817973	2307800
1	0.500766	0.847104	2389990
0.999958	0.784734	0.974954	2750700
0.966711	0.427227	0.778223	2195650
0.970115	0.450292	0.798622	2253200
0.744748	0.2308	0.474568	1338930
0.571304	0.227235	0.394862	1114050
0.861756	0.2308	0.520104	1467400
0.733136	0.2308	0.469828	1325550
0.999919	1	1	2821360
0.289131	0.497015	0.422486	1191990
1	0.246669	0.591934	1670060
0.997407	0.496815	0.843453	2379690
0.521427	0.488506	0.603073	1701490
0.999902	0.482517	0.834112	2353330
1	0.461538	0.818395	2308990
1	1	1	2821360
1	0.599724	0.906355	2557150
1	0.435754	0.797725	2250670
0.999453	0.188698	0.503201	1419710
1	0.501116	0.847346	2390670
0.999656	0.496732	0.844178	2381730
0.999827	1	1	2821360
0.242798	0.49932	0.377041	1063770
0.439522	0.395833	0.478235	1349270
0.447404	0.395833	0.483663	1364590
0.929768	0.450704	0.783525	2210610
0.936395	0.46988	0.801226	2260550
0.612025	0.451807	0.631975	1783030
0.369897	0.460606	0.4719	1331400
0.999943	1	1	2821360
0.999947	0.482051	0.833788	2352420
0.705279	0.488889	0.711943	2008650
0.999943	1	1	2821360
1	1	1	2821360
1	0.486842	0.837279	2362270
0.773547	0.467532	0.729485	2058140
0.555366	0.412791	0.566922	1599490
0.995303	1	0.999989	2821330
0.641386	0.486339	0.675322	1905330
0.999946	0.476684	0.829841	2341280
1	0.223514	0.558401	1575450
9.96992e-05	1	0.00101826	2872.89
1	0.779349	0.973638	2746980
3.32143e-05	1	0.000375738	1060.09
0.682057	0.584052	0.765007	2158360
1	1	1	2821360
1	0.784802	0.974978	2750770
3.87278e-06	1	5.21336e-05	147.088
1	0.782615	0.974445	2749260
2.30016e-08	1	4.27547e-07	1.20627
0.975685	1	0.999702	2820520
0.964422	0.584052	0.886586	2501380
0.474816	1	0.828472	2337420
0.970152	1	0.99955	2820090
0.962298	0.490196	0.826152	2330870
1	1	1	2821360
0.933586	1	0.997744	2815000
1	0.205566	0.530768	1497490
0.745189	1	0.964362	2720810
0.561878	1	0.885784	2499120
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999466	1	1	2821360
1	0.020269	0.0992912	280136
1	1	1	2821360
0.477432	1	0.830414	2342900
0.999798	0.575513	0.893416	2520650
0.372084	1	0.739939	2087640
1	0.502317	0.848174	2393010
0.996986	0.498469	0.844461	2382530
0.99974	0.494318	0.842512	2377030
1	0.500408	0.846856	2389290
0.999942	1	1	2821360
1	0.125101	0.38514	1086620
1	1	1	2821360
0.986875	0.245714	0.586047	1653450
0.999934	1	1	2821360
0.721741	1	0.957093	2700300
0.917656	1	0.996513	2811520
0.999661	0.454545	0.812813	2293240
1	1	1	2821360
0.999571	1	1	2821360
0.684608	1	0.944012	2663400
0.735376	1	0.961411	2712490
0.732148	1	0.960412	2709670
1	1	1	2821360
0.303359	1	0.665218	1876820
0.252363	1	0.599838	1692360
0.239785	1	0.582201	1642600
0.250722	1	0.597574	1685970
0.256267	1	0.605183	1707440
0.440482	1	0.801627	2261680
0.937877	1	0.998029	2815800
0.984408	1	0.999878	2821020
1	0.470588	0.825304	2328480
1	1	1	2821360
0.999934	0.477011	0.830079	2341950
1	1	1	2821360
0.415562	0.478788	0.520221	1467730
1	1	1	2821360
0.999829	1	1	2821360
1	1	1	2821360
0.925306	1	0.997138	2813290
1	0.217033	0.548596	1547790
0.996442	0.489474	0.837918	2364070
0.134391	0.221017	0.134153	378494
0.999934	0.468571	0.823757	2324110
1	0.465839	0.8217	2318310
1	0.455696	0.813841	2296140
0.963165	0.409836	0.761662	2148920
0.796169	0.413265	0.694781	1960230
0.756807	0.444444	0.702847	1982990
0.567505	0.458101	0.610205	1721610
0.814809	0.472393	0.752401	2122790
0.987578	0.236255	0.572881	1616300
1	0.434066	0.796319	2246700
0.999942	1	1	2821360
0.984496	1	0.999879	2821020
0.996552	0.481865	0.832455	2348660
0.999897	0.485714	0.836429	2359870
1	0.46798	0.823331	2322910
1	1	1	2821360
1	0.491228	0.840416	2371120
0.953155	0.496644	0.8274	2334390
1	0.197819	0.518365	1462490
0.999914	1	1	2821360
1	0.440559	0.80169	2261860
0.999934	0.488506	0.83845	2365570
0.999838	0.223736	0.558679	1576240
0.996605	1	0.999994	2821340
1	1	1	2821360
1	0.496855	0.844384	2382310
0.999929	1	1	2821360
0.42249	1	0.786503	2219010
1	0.101901	0.334617	944075
1	0.470588	0.825304	2328480
1	1	1	2821360
0.999704	1	1	2821360
1	1	1	2821360
0.9471	1	0.998575	2817340
0.966692	1	0.999439	2819780
0.9991	1	1	2821360
1	1	1	2821360
0.302621	0.482587	0.427005	1204730
1	0.229146	0.566768	1599060
0.999633	0.495495	0.843303	2379260
0.608394	1	0.910725	2569480
1	0.404624	0.770727	2174500
1	1	1	2821360
0.999343	1	1	2821360
1	1	1	2821360
0.999784	0.487047	0.83735	2362470
0.621989	0.468927	0.651042	1836830
0.80239	9.26663e-10	1.63726e-08	0.0461929
1	1.69088e-27	1.05924e-25	2.98851e-19
0.990256	0.453488	0.808585	2281310
0.971125	0.477011	0.819706	2312690
0.990586	0.474286	0.824725	2326850
1	1	1	2821360
0.999777	1	1	2821360
0.927109	1	0.997276	2813680
0.862956	1	0.990149	2793570
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999949	1	1	2821360
0.999519	0.494845	0.842807	2377860
0.999941	0.483696	0.834983	2355790
1	0.479532	0.831962	2347260
0.55232	1	0.880192	2483340
0.256267	1	0.605183	1707440
0.6192	1	0.915999	2584360
0.950088	0.490798	0.822053	2319310
0.999708	1	1	2821360
0.949513	0.768783	0.959729	2707740
0.6245	0.566088	0.721117	2034530
1	0.00705979	0.0420293	118580
0.769252	0.0265404	0.0998646	281754
0.00089796	0.268604	0.00225033	6349
0.0097086	0.427743	0.0269265	75969.5
0.880919	0.0699798	0.233415	658547
0.971121	0.0708674	0.253002	713811
1	0.0699798	0.256095	722535
0.999941	0.0708674	0.258438	729148
0.601851	1	0.907438	2560210
0.99977	1	1	2821360
0.999647	0.403974	0.770008	2172470
0.00057301	1.98771e-20	6.13104e-22	1.72979e-15
2.15818e-16	1.98771e-20	3.53641e-34	9.97749e-28
1.05084e-20	7.08055e-19	6.60675e-37	1.864e-30
2.35456e-05	1.98771e-20	2.6687e-23	7.52938e-17
0.00398473	2.59645e-18	4.86452e-19	1.37246e-12
0.930006	0.474138	0.802011	2262760
0.976049	0.436364	0.789438	2227290
0.846894	1	0.987631	2786460
1	1	1	2821360
1	1	1	2821360
0.999922	1	1	2821360
0.999661	0.493506	0.841912	2375340
0.300456	0.490798	0.429734	1212430
0.661171	1	0.934726	2637200
0.615975	0.490683	0.66389	1873070
0.797401	0.490683	0.758422	2139780
1	1	1	2821360
0.999935	1	1	2821360
0.715367	1	0.954986	2694360
0.453328	0.475	0.545988	1540430
1	1	1	2821360
0.99975	1	1	2821360
1	1	1	2821360
0.594502	1	0.903662	2549560
1	1	1	2821360
0.993528	0.465909	0.819441	2311940
0.37789	1	0.745634	2103700
0.481182	1	0.833171	2350680
0.346704	1	0.713962	2014340
0.339222	0.497436	0.468998	1323210
0.684044	1	0.943798	2662790
0.308365	1	0.671148	1893550
0.404303	1	0.770436	2173680
1	0.258328	0.607981	1715330
0.999875	1	1	2821360
0.997954	0.121351	0.376764	1062990
1	0.393939	0.760917	2146820
1	0.49162	0.840694	2371900
0.860527	1	0.989787	2792550
0.99974	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	0.487179	0.837521	2362950
1	1	1	2821360
0.300339	0.494186	0.431569	1217610
0.464839	0.493506	0.567145	1600120
0.646648	1	0.928556	2619790
0.864239	1	0.990337	2794100
0.999897	1	1	2821360
1	1	1	2821360
1	0.209284	0.536617	1513990
0.860384	0.56463	0.836527	2360140
0.860708	1	0.989814	2792620
0.934209	0.779554	0.959191	2706220
0.394566	0.370715	0.427448	1205980
0.425526	0.370715	0.449072	1266990
0.351588	0.563766	0.519004	1464300
0.206116	0.370267	0.272672	769306
0.0758868	0.251025	0.0944991	266616
0.147785	0.251025	0.159305	449457
1	0.500103	0.846645	2388690
0.258517	0.478261	0.382091	1078020
1	0.477124	0.830186	2342250
0.931644	1	0.997609	2814610
0.987281	1	0.999919	2821130
7.89793e-13	4.48564e-13	2.02997e-23	5.72728e-17
1.37713e-12	4.48564e-13	3.50524e-23	9.88954e-17
3.9367e-20	4.48564e-13	1.30875e-30	3.69246e-24
2.23393e-15	4.48564e-13	6.32978e-26	1.78586e-19
1	1	1	2821360
1	0.454545	0.812935	2293580
1	0.493827	0.842257	2376310
1	1	1	2821360
0.999319	0.460123	0.817055	2305210
1	0.437908	0.799509	2255700
1	0.435065	0.797152	2249050
1	1	1	2821360
0.58406	1	0.898139	2533970
1	0.485294	0.836162	2359110
1	0.495575	0.843487	2379780
1	0.462963	0.819495	2312090
1	0.228042	0.56514	1594460
1	0.479675	0.832066	2347560
0.130011	0.749734	0.32441	915277
0.710447	0.632542	0.808839	2282030
0.000711517	0.551861	0.00347211	9796.08
0.00212004	0.450179	0.00759169	21418.9
1.05646e-05	0.450179	6.30456e-05	177.874
0.0187713	1	0.0933951	263501
3.27449e-05	1	0.000370894	1046.43
0.000124203	0.879206	0.00110536	3118.62
0.00140195	0.879206	0.00948933	26772.8
0.00694915	0.647413	0.028811	81286.1
0.855107	0.646991	0.880742	2484890
0.678021	0.646991	0.800141	2257490
0.981533	0.754683	0.963042	2717090
0.967257	0.85782	0.984604	2777920
0.977029	0.810646	0.976695	2755610
1	0.0823349	0.287922	812331
1	0.44375	0.804294	2269200
0.999925	0.457317	0.815085	2299650
1	1	1	2821360
0.999933	0.468208	0.82348	2323340
0.896541	0.493151	0.802975	2265480
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999637	1	1	2821360
0.997724	1	0.999997	2821350
0.912675	1	0.996071	2810280
1	0.492958	0.841642	2374580
0.568142	1	0.88936	2509210
0.939112	1	0.998108	2816020
0.260128	1	0.610412	1722190
0.272927	1	0.627337	1769940
0.45032	1	0.809584	2284130
0.717002	0.460938	0.696405	1964810
0.778666	0.206478	0.454635	1282690
0.408715	0.508772	0.534515	1508060
0.411112	0.496732	0.528624	1491440
0.410611	1	0.776099	2189660
0.974195	0.444444	0.795408	2244130
0.496916	0.413793	0.530855	1497730
0.46886	0.40678	0.506738	1429690
0.377737	0.415385	0.447513	1262600
0.884097	0.405797	0.72653	2049800
0.245383	0.377358	0.312932	882895
0.436099	0.4	0.479042	1351550
0.398702	0.4	0.452261	1275990
0.757175	0.4	0.664634	1875170
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	0.403101	0.769346	2170600
1.3152e-06	0.0126989	3.1579e-07	0.890957
